Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Trajectory Control of Wheeled Mobile Robot on Shaking Environments","N. Mizuno; Y. Sueyoshi","Department of Electrical and Mechanical Engineering, Nagoya Institute of Technology, Nagoya, Japan; Department of Electrical and Mechanical Engineering, Nagoya Institute of Technology, Nagoya, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2463","2468","","","","10.1109/IECON.2018.8591630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591630","wheeled mobile robot;trajectry control;shaking environments;model reference adaptive control systems","Mathematical model;Mobile robots;Control systems;Acceleration;Adaptation models;Gravity","adaptive control;mobile robots;model reference adaptive control systems;trajectory control","trajectory control;wheeled mobile robot;shaking environments;model reference adaptive control","","","","","","","","IEEE","IEEE Conferences"
"An Online Estimation Algorithm of State-of-Charge of Lithium-Ion Batteries","Y. Feng; C. Meng; F. Han; X. Yi; X. Yu","Department of Electrical Engineering, Harbin institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin institute of Technology, Harbin, China; RMIT University, School of Science School of Engineering, Melbourne, Australia; RMIT University, School of Science School of Engineering, Melbourne, Australia; RMIT University, School of Science School of Engineering, Melbourne, Australia","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3879","3882","","","","10.1109/IECON.2018.8591631","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591631","parameter estimation;Li-ion batteries;state-of-charge (SoC);sliding mode observer;terminal sliding mode control","Lithium-ion batteries;Observers;Integrated circuit modeling;Equivalent circuits;Estimation error","equivalent circuits;lithium compounds;RC circuits;secondary cells;variable structure systems","online estimation algorithm;state-of-charge;lithium-ion batteries;SoC estimation algorithm;RC equivalent circuit model;sliding mode observers;Li","","","","","","","","IEEE","IEEE Conferences"
"Supervisory Controller for Smoothing Wind Turbine Power Output based on FESS using ANNs for Short-Term Ahead Prediction","I. Villanueva; E. Torres; D. Balderas; P. Ponce; A. Molina","Esc. de Ingenieria y Ciencias, Tecnologico de Monterrey, Mexico City, Mexico; Esc. de Ingenieria y Ciencias, Tecnologico de Monterrey, Mexico City, Mexico; Esc. de Ingenieria y Ciencias, Tecnologico de Monterrey, Mexico City, Mexico; Esc. de Ingenieria y Ciencias, Tecnologico de Monterrey, Mexico City, Mexico; Esc. de Ingenieria y Ciencias, Tecnologico de Monterrey, Mexico City, Mexico","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1964","1969","","","","10.1109/IECON.2018.8591632","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591632","","Generators;Wind turbines;Flywheels;Predictive models;Wind forecasting;Mathematical model","energy storage;flywheels;fuzzy control;fuzzy logic;neurocontrollers;power generation control;power system stability;wind power plants;wind turbines","wind energy generation;common solution;power fluctuation;renewable generators;attractive solution;wind applications;fuzzy logic supervisory controller;management stored energy;FESS;controller inputs;extracted wind power;ANNs;simulation output power;popular fuzzy logic controller;wind turbine power output;short-term ahead prediction;Eolic generation;output power quality;system stability;poor reliability;flywheels energy storage systems","","","","","","","","IEEE","IEEE Conferences"
"Development and Verification of a Distributed Electro-Thermal Li-Ion Cell Model","R. Stocker; N. Lophitis; A. Mumtaz","Faculty of Environment, Engineering and Computing, Coventry University, Coventry, CV1 5FB, United Kingdom; Faculty of Environment, Engineering and Computing, Coventry University, Coventry, CV1 5FB, United Kingdom; Stephenson Institute for Renewable Energy, University of Liverpool, L67 7ZF, United Kingdom","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2044","2049","","","","10.1109/IECON.2018.8591633","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591633","Lithium-ion;battiery cell;simulation;model","Mathematical model;Integrated circuit modeling;Adaptation models;Resistance;Data models;Temperature distribution;Computational modeling","equivalent circuits;graphite;secondary cells","ID distributed electro-thermal li-ion cell model;thermal model;thermal laws;electrical equivalent circuit model;simple individual cell testing;Nickel Manganese Cobalt/graphite cell;cell designs","","","","","","","","IEEE","IEEE Conferences"
"An Embedded Cascade SVM Approach for face detection in the IoT Edge Layer","A. Damljanovic; J. M. Lanza-Gutierrez","Politecnico di Torino, Torino, Italy; Centre of Industrial Electronics, Universidad Politécnica de Madrid, Madrid, Spain","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2809","2814","","","","10.1109/IECON.2018.8591634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591634","Internet of Things;Edge computing;Support Vector Machine;FPGA;FPSoC","Support vector machines;Histograms;Image edge detection;Field programmable gate arrays;Internet of Things;Cloud computing;Kernel","face recognition;field programmable gate arrays;image classification;Internet of Things;support vector machines","IoT edge device;low-cost FPGA;cascade Support Vector Machine embedded implementation;binary image classification problem;end-user;energy cost;IoT edge layer;face detection;embedded cascade SVM approach","","","","","","","","IEEE","IEEE Conferences"
"IoT for Healthcare: An architecture and prototype implementation for the remote e-health device management using Continua and LwM2M protocols","M. Li; E. Moll; C. Chituc","The Netherlands; Philips Research Eindhoven, The Netherlands; Deutsches Institut für Internationale Pädagogische, Forschung Frankfurt am Main, Germany","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2920","2926","","","","10.1109/IECON.2018.8591635","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591635","IoT;remote e-health device management;interoperability;gateway;Continua;LwM2M protocol","Protocols;Interoperability;Medical services;Bluetooth;Logic gates;ISO Standards","health care;IEEE standards;Internet of Things;internetworking;ISO standards;protocols;smart phones","IoT;remote e-health device management;LwM2M protocols;remote e-healthcare services;personal health devices;ISO/IEEE 11073 standard;Continua architecture;remote management;personal health gateway","","1","","","","","","IEEE","IEEE Conferences"
"State-of-Charge Co-estimation of Li-ion Battery based on on-line Adaptive Extended Kalman Filter Carrier Tracking Algorithm","Y. Liu; Y. Huangfu; J. Xu; D. Zhao; L. Xu; M. Xie","School of Automation, Northwest Polytechnical University, Xi'an, 710129, P. R. China; School of Automation, Northwest Polytechnical University, Xi'an, 710129, P. R. China; School of Automation, Northwest Polytechnical University, Xi'an, 710129, P. R. China; School of Automation, Northwest Polytechnical University, Xi'an, 710129, P. R. China; School of Automation, Northwest Polytechnical University, Xi'an, 710129, P. R. China; School of Automation, Northwest Polytechnical University, Xi'an, 710129, P. R. China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1940","1945","","","","10.1109/IECON.2018.8591636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591636","Li-ion battery;SOC;FFRLS algorithm;AEKF carrier tracking algorithm;on-line parameter identification;co-estimation","State of charge;Batteries;Estimation;Integrated circuit modeling;Kalman filters;Mathematical model;Adaptation models","battery management systems;battery powered vehicles;equivalent circuits;hybrid electric vehicles;Kalman filters;least squares approximations;lithium compounds;nonlinear filters;secondary cells","online electric vehicle SOC estimation;FFRLS algorithm;online adaptive extended Kalman filter carrier tracking algorithm;lithium-ion battery;state-of-charge coestimation algorithm;forgetting factor recursive least squares algorithm;online parameter identification;environmental protection;energy conservation;hybrid electric vehicles;higher estimation accuracy;second-order RC equivalent circuit model;Li","","1","","","","","","IEEE","IEEE Conferences"
"A Finite-time Sliding Mode Observer for a Class of Perturbed Nonholonomic Systems","M. Thomas; B. Bandyopadhyay; L. Vachhani","Systems and Control Engineering, Indian Institute of Technology, Bombay Mumbai, India; Systems and Control Engineering, Indian Institute of Technology, Bombay Mumbai, India; Systems and Control Engineering, Indian Institute of Technology, Bombay Mumbai, India","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","2165","2170","","","","10.1109/IECON.2018.8591637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591637","Proposition 1","Observers;Perturbation methods;Output feedback;Uncertainty;Robustness;Sliding mode control;Control engineering","control system synthesis;feedback;mobile robots;observers;state estimation;variable structure systems","state scaling;perturbed system;triangular input form;equivalent control method;system states;finite time;structured perturbations;observer design;finite-time;perturbed nonholonomic systems;equivalent output injection;n-dimensional nonholonomic systems;state estimates;sliding mode observer;unicycle mobile robot","","","","","","","","IEEE","IEEE Conferences"
"Energy management and sizing algorithm applied on a hybrid power system suppliying an isolated residential application","R. Saidi; J. Olivier; M. Machmoum; E. Chauveau","IREENA, University of Nantes, Saint Nazaire, France; IREENA, University of Nantes, Saint Nazaire, France; IREENA, University of Nantes, Saint Nazaire, France; Département d'Electronique et Automatique, ESEO-Tech, IREENA, Angers, France","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1783","1788","","","","10.1109/IECON.2018.8591638","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591638","energy management;centered moving average filters;forecasting errors;power forecasting","Energy management;Forecasting;Batteries;Power generation;Heuristic algorithms;Production systems;Generators","energy management systems;fuel cells;hybrid power systems;optimisation;power grids;solar cells;supercapacitors","load power;meteorological forecasting data;power consumption;storage systems;secondary source;fuel cell;renewable energy source;solar panels;multisource system;power grid;energy management algorithm;isolated residential application;hybrid power system;sizing algorithm;energy management strategy;storage devices;optimal size;optimal energy distribution;future estimates;input powers;renewable power","","","","","","","","IEEE","IEEE Conferences"
"Vibration Energy Harvesting Circuit with Impedance Matching and Wake-up for Freight Railcars","J. Wang; A. J. Dancy; D. S. Ha","Bradley Department of Electrical and Computer Engineering, Multifunctional Integrated Circuits and Systems (MICS) Group, Virginia Tech, Blacksburg, Virginia, 24060, USA; Bradley Department of Electrical and Computer Engineering, Multifunctional Integrated Circuits and Systems (MICS) Group, Virginia Tech, Blacksburg, Virginia, 24060, USA; Bradley Department of Electrical and Computer Engineering, Multifunctional Integrated Circuits and Systems (MICS) Group, Virginia Tech, Blacksburg, Virginia, 24060, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1975","1979","","","","10.1109/IECON.2018.8591639","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591639","Energy harvesting;freight railcar;electromagnetic generator;vibration energy harvesting;impedance matching;wakeup circuit","","energy harvesting;impedance matching;low-power electronics;power convertors;railway rolling stock;vibrations;wireless sensor networks","vibration energy harvesting circuit;impedance matching;electromagnetic generator;buck-boost converter;EMG voltage;maximum power extraction;freight railcars;wireless sensor nodes;discontinuous conduction mode;wake-up circuit;power 28.4 mW;voltage 3.3 V;voltage 1.8 V;voltage 7.07 V","","","","","","","","IEEE","IEEE Conferences"
